item-1, I left my WALLET in the BATHROOM!! 
item-43, Tax; title; tag; and dealer handling not included. 
item-44, Never go to bed mad.  Stay up and fight. 		-- Phyllis Diller; "Phyllis Diller's Housekeeping Hints" 
item-45, No modern woman with a grain of sense ever sends little notes to an unmarried man -- not until she is married; anyway. 		-- Arthur Binstead 
item-46, Life is a gamble at terrible odds; if it was a bet you wouldn't take it. 		-- Tom Stoppard; "Rosencrantz and Guildenstern are Dead" 
item-47, Have you reconsidered a computer career? 
item-48, One thought driven home is better than three left on base. 
item-49, <DannyS> Hit the monkey to win $20(*)! * knghtbrd gets out his mallet. * knghtbrd plants it firmly on DannyS' head. * knghtbrd will take his $20 now.  =D 
item-50, I tell them to turn to the study of mathematics; for it is only there that they might escape the lusts of the flesh. 		-- Thomas Mann; "The Magic Mountain" 
item-51, Stay together; drag each other down. 
item-52, To err is human; but when the eraser wears out before the pencil; you're overdoing it a little. 
item-53, "How do I love thee?  My accumulator overflows." 
item-54, The grass is always greener on the other side of your sunglasses. 
item-55, You will have domestic happiness and faithful friends. 
item-56, QOTD: 	How can I miss you if you won't go away? 
item-57, "Home; Sweet Home" must surely have been written by a bachelor. 		-- Samuel Butler 
item-58, Some equipment shown is optional. 
item-59, <Tarzan> hey did you fall off your pirch or something? <knghtbrd> me?  heh. 
item-60, We are Pentium of Borg. Division is futile. You will be approximated. (seen in someone's .signature) 
item-61, Usage: fortune -P [] -a [xsz] [Q: [file]] [rKe9] -v6[+] dataspec ... inputdir 
item-62, Eggheads unite!  You have nothing to lose but your yolks. 		-- Adlai Stevenson 
item-63, Life is like a 10 speed bicycle.  Most of us have gears we never use. 		-- C. Schultz 
item-64, I used to have a drinking problem.  Now I love the stuff. 
item-65, Women are wiser than men because they know less and understand more. 		-- Stephens 
item-66, Better dead than mellow. 
item-67, Q:	How many IBM 370's does it take to execute a job? A:	Four; three to hold it down; and one to rip its head off. 
item-68, <Knghtbrd> If I start writing essays about Free Software for slashdot;            please shoot me. 
item-69, May all your PUSHes be POPped. 
item-70, My life is spent in one long effort to escape from the commonplace of existence. 
item-71, 	"Beauty is transitory." 	"Beauty survives." 		-- Spock and Kirk; "That Which Survives"; stardate unknown 
item-72, Q:	What is printed on the bottom of beer bottles in Minnesota? A:	Open other end. 
item-73, Business is a good game -- lots of competition and minimum of rules. You keep score with money. 		-- Nolan Bushnell; founder of Atari 
item-74, Q:	How do you save a drowning lawyer? A:	Throw him a rock. 
item-75, I used to work in a fire hydrant factory.  You couldn't park anywhere near the place. 		-- Steven Wright 
item-76, I have seen the future and it is just like the present; only longer. 		-- Kehlog Albran; "The Profit" 
item-77, I exist; therefore I am paid. 
item-78, The F-15 Eagle: 	If it's up; we'll shoot it down.  If it's down; we'll blow it up. 		-- A McDonnell-Douglas ad from a few years ago 
item-79, I often quote myself; it adds spice to my conversation. 		-- G. B. Shaw 
item-80, I fill MY industrial waste containers with old copies of the "WATCHTOWER" and then add HAWAIIAN PUNCH to the top ...  They look NICE in the yard ... 
item-81, He who knows that enough is enough will always have enough. 		-- Lao Tsu 
item-82, "But what we need to know is; do people want nasally-insertable computers?" 
item-83, It is not best to swap horses while crossing the river. 		-- Abraham Lincoln 
item-84, As pointed out in a followup; Real Perl Programmers prefer things to be visually distinct. 		-- Larry Wall in <199710161841.LAA13208@wall.org> 
item-85, Rule of Defactualization: 	Information deteriorates upward through bureaucracies. 
item-86, stab_val(stab)->str_nok = 1;    /* what a wonderful hack! */ 		-- Larry Wall in stab.c from the perl source code 
item-87, Why bother building any more nuclear warheads until we use the ones we have? 
item-88, Talent does what it can. Genius does what it must. You do what you get paid to do. 
item-89, To err is human; to moo bovine. 
item-90, History repeats itself only if one does not listen the first time. 
item-91, The light of a hundred stars does not equal the light of the moon. 
item-92, That wouldn't be good enough. 		-- Larry Wall in <199710131621.JAA14907@wall.org> 
item-93, Advancement in position. 
item-94, The rich get rich; and the poor get poorer. The haves get more; the have-nots die. 
item-95, If the shoe fits; it's ugly. 
item-96, We'll know that rock is dead when you have to get a degree to work in it. 
item-97, You can be replaced by this computer. 
item-98, There can be no twisted thought without a twisted molecule. 		-- R. W. Gerard 
item-99, Common sense is the collection of prejudices acquired by age eighteen. 		-- Albert Einstein 
item-100, Place me on a BUFFER counter while you BELITTLE several BELLHOPS in the Trianon Room!!  Let me one of your SUBSIDIARIES! 
item-101, You can't fall off the floor. 
item-102, I used to be disgusted; now I find I'm just amused. 		-- Elvis Costello 
item-103, weapon; n.: 	An index of the lack of development of a culture. 
item-104, << WAIT >> 
item-105, Accent on helpful side of your nature.  Drain the moat. 
item-106, For 20 dollars; I'll give you a good fortune next time ... 
item-107, We come to bury DOS; not to praise it. 		-- Paul Vojta; vojta@math.berkeley.edu 
item-108, Never make any mistaeks. 		-- Anonymous; in a mail discussion about to a kernel bug report 
item-109, A sadist is a masochist who follows the Golden Rule. 
item-110, You will stop at nothing to reach your objective; but only because your brakes are defective. 
item-111, Logic doesn't apply to the real world. 		-- Marvin Minsky 
item-112, Q:	Why haven't you graduated yet? A:	Well; Dad; I could have finished years ago; but I wanted 	my dissertation to rhyme. 
item-113, Do YOU have redeeming social value? 
item-114, Basically my wife was immature.  I'd be at home in the bath and she'd come in and sink my boats. 		-- Woody Allen 
item-115, Crazee Edeee; his prices are INSANE!!! 
item-116, For courage mounteth with occasion. 		-- William Shakespeare; "King John" 
item-117, You can't kiss a girl unexpectedly -- only sooner than she thought you would. 
item-118, When you make your mark in the world; watch out for guys with erasers. 		-- The Wall Street Journal 
item-119, Loose bits sink chips. 
item-120, Gee; Toto; I don't think we're in Kansas anymore. 
item-121, No matter how subtle the wizard; a knife in the shoulder blades will seriously cramp his style. 
item-122, Marriage is a lot like the army; everyone complains; but you'd be surprised at the large number that re-enlist. 		-- James Garner 
item-123, Blame Saint Andreas -- it's all his fault. 
item-124, Drop that pickle! 
item-125, Thirty white horses on a red hill; First they champ; Then they stamp; Then they stand still. 		-- Tolkien 
item-126, Live free or die. 
item-127, Dyslexics have more fnu. 
item-128, A couch is as good as a chair. 
item-129, Out of sight is out of mind. 		-- Arthur Clough 
item-130, The University of California Statistics Department; where mean is normal; and deviation standard. 
item-131, "The hottest places in Hell are reserved for those who; in times of moral crisis; preserved their neutrality." 		-- Dante 
item-132, Catharsis is something I associate with pornography and crossword puzzles. 		-- Howard Chaykin 
item-133, <kceee^> I hate users <knghtbrd> you sound like a sysadmin already! 
item-134, Vegetarians beware!  You are what you eat. 
item-135, From 0 to "what seems to be the problem officer" in 8.3 seconds. 		-- Ad for the new VW Corrado 
item-136, "Pascal is Pascal is Pascal is dog meat." 		-- M. Devine and P. Larson; Computer Science 340 
item-137, Brain off-line; please wait. 
item-138, "Linux: the operating system with a CLUE... Command Line User Environment". (seen in a posting in comp.software.testing) 
item-139, Govern a great nation as you would cook a small fish.  Don't overdo it. 		-- Lao Tsu 
item-140, I have accepted Provolone into my life! 
item-141, If it wasn't so warm out today; it would be cooler. 
item-142, Do unto others before they undo you. 
item-143, Only a fool has no doubts. 
item-144, Labor; n.: 	One of the processes by which A acquires property for B. 		-- Ambrose Bierce; "The Devil's Dictionary" 
item-145, Edited for television. 
item-146, "Today's robots are very primitive; capable of understanding only a few  simple instructions such as 'go left'; 'go right'; and 'build car'." 		-- John Sladek 
item-147, A Difficulty for Every Solution. 		-- Motto of the Federal Civil Service 
item-148, Go away; I'm all right. 		-- H. G. Wells' last words. 
item-149, Outside of a dog; a book is man's best friend.  Inside of a dog; it is too dark to read. 
item-150, C:\> WIN Bad command or filename  C:\> LOSE Loading Microsoft Windows ... 
item-151, "I have to convince you; or at least snow you ..." 		-- Prof. Romas Aleliunas; CS 435 
item-152, Idleness is the holiday of fools. 
item-153, "Who alone has reason to *lie himself out* of actuality?  He who *suffers*  from it." 		-- Friedrich Nietzsche 
item-154, War spares not the brave; but the cowardly. 		-- Anacreon 
item-155, Those who do things in a noble spirit of self-sacrifice are to be avoided at all costs. 		-- N. Alexander. 
item-156, From 0 to "what seems to be the problem officer" in 8.3 seconds. 		-- Ad for the new VW Corrado 
item-157, Happy feast of the pig! 
item-158, The universe is made of stories; not of atoms. 		-- Muriel Rukeyser 
item-159, At the foot of the mountain; thunder: The image of Providing Nourishment. Thus the superior man is careful of his words And temperate in eating and drinking. 
item-160, Reunite Gondwondaland! 
item-161, Just because the message may never be received does not mean it is not worth sending. 
item-162, I program; therefore I am. 
item-163, "What is wanted is not the will to believe; but the will to find out; which is the exact opposite." 		-- Bertrand Russell; _Sceptical_Essays_; 1928 
item-164, Just don't compare it with a real language; or you'll be unhappy...  :-) 		-- Larry Wall in <1992May12.190238.5667@netlabs.com> 
item-165, "And I don't like doing silly things (except on purpose)." 		-- Larry Wall in <1992Jul3.191825.14435@netlabs.com> 
item-166, Do you have lysdexia? 
item-167, Well; we can only possess our souls in patience until this excellent inspector comes back for us. 
item-168, A good supervisor can step on your toes without messing up your shine. 
item-169, He that is giddy thinks the world turns round. 		-- William Shakespeare; "The Taming of the Shrew" 
item-170, Boys; you have ALL been selected to LEAVE th' PLANET in 15 minutes!! 
item-171, Sleep -- the most beautiful experience in life -- except drink. 		-- W. C. Fields 
item-172, The sun never sets on those who ride into it. 		-- RKO 
item-173, Men say of women what pleases them; women do with men what pleases them. 		-- DeSegur 
item-174, One good turn asketh another. 		-- John Heywood 
item-175, HELLO KITTY gang terrorizes town; family STICKERED to death! 
item-176, If a fool persists in his folly he shall become wise. 		-- William Blake 
item-177, Live in a world of your own; but always welcome visitors. 
item-178, You cannot achieve the impossible without attempting the absurd. 
item-179, YOW!!  The land of the rising SONY!! 
item-180, Life is like a simile. 
item-181, "Even more amazing was the realization that God has Internet access.  I wonder if He has a full newsfeed?" (By Matt Welsh) 
item-182, You have to run as fast as you can just to stay where you are. If you want to get anywhere; you'll have to run much faster. 		-- Lewis Carroll 
item-183, There is but one step from the grotesque to the horrible. 
item-184, It's not whether you win or lose but how you played the game. 		-- Grantland Rice 
item-185, Never make anything simple and efficient when a way can be found to make it complex and wonderful. 
item-186, Dammit Jim; I'm an actor; not a doctor. 
item-187, You have a will that can be influenced by all with whom you come in contact. 
item-188, This will be a memorable month -- no matter how hard you try to forget it. 
item-189, Love tells us many things that are not so. 		-- Krainian Proverb 
item-190, byob; v: 	Believing Your Own Bull 
item-191, "I DO want your money; because god wants your money!" 		-- The Reverend Jimmy; from _Repo_Man_ 
item-192, Artificial intelligence has the same relation to intelligence as artificial flowers have to flowers. 		-- David Parnas 
item-193, "I am ready to meet my Maker.  Whether my Maker is prepared for the great ordeal of meeting me is another matter." 		-- Winston Churchill 
item-194, If someone stinks; view it as a reason to help them; not a reason to avoid them. 		-- Larry Wall in <199702111730.JAA28598@wall.org> 
item-195, There are two ways of disliking art.   One is to dislike it.  The other is to like it rationally. 		-- Oscar Wilde 
item-196, Sigmund's wife wore Freudian slips. 
item-197, She was good at playing abstract confusion in the same way a midget is good at being short. 		-- Clive James; on Marilyn Monroe 
item-198, When in doubt; use brute force. 		-- Ken Thompson 
item-199, The use of anthropomorphic terminology when dealing with computing systems is a symptom of professional immaturity. 		-- Edsger Dijkstra 
item-200, Things are more like they are today than they ever were before. 		-- Dwight Eisenhower 
item-201, He who fights and runs away lives to fight another day. 
item-202, If only I could be respected without having to be respectable. 
item-203, Experience is that marvelous thing that enables you recognize a mistake when you make it again. 		-- Franklin P. Jones 
item-204, Remember: use logout to logout. 
item-205, "Pay no attention to the man behind the curtain." 		-- Karl; as he stepped behind the computer to reboot it; during a FAT 
item-206, It's OKAY -- I'm an INTELLECTUAL; too. 
item-207, The Constitution may not be perfect; but it's a lot better than what we've got! 
item-208, To communicate is the beginning of understanding. 		-- AT&T 
item-209, If Robert Di Niro assassinates Walter Slezak; will Jodie Foster marry Bonzo?? 
item-210, Stay on the trail. 
item-211, God helps them that help themselves. 		-- Benjamin Franklin; "Poor Richard's Almanac" 
item-212, We read to say that we have read. 
item-213, I have gained this by philosophy: that I do without being commanded what others do only from fear of the law. 		-- Aristotle 
item-214, Just because your doctor has a name for your condition doesn't mean he knows what it is. 
item-215, 	"Do you think there's a God?" 	"Well; ____SOMEbody's out to get me!" 		-- Calvin and Hobbs 
item-216, If you live in a country run by committee; be on the committee. 		-- Graham Summer 
item-217, When you get your PH.D. will you get able to work at BURGER KING? 
item-218, It's always sad when the fleas leave; because that means your dog is dead. 		-- Wesley T. Williams 
item-219, I'm encased in the lining of a pure pork sausage!! 
item-220, Moderation in all things. 		-- Publius Terentius Afer [Terence] 
item-221, God is a comic playing to an audience that's afraid to laugh. 
item-222, Mr. Rockford?  You don't know me; but I'd like to hire you.  Could you call me at...  My name is... uh...  Never mind; forget it! 		-- "The Rockford Files" 
item-223, The easiest way to figure the cost of living is to take your income and add ten percent. 
item-224, The Macintosh is Xerox technology at its best. 
item-225, Screw up your courage!  You've screwed up everything else. 
item-226, Time is the most valuable thing a man can spend. 		-- Theophrastus 
item-227, <netgod> Feanor: u have no idea of the depth of the stupidty of american law 
item-228, Comparing information and knowledge is like asking whether the fatness of a pig is more or less green than the designated hitter rule." 		-- David Guaspari 
item-229, Old men are fond of giving good advice to console themselves for their inability to set a bad example. 		-- La Rochefoucauld; "Maxims" 
item-230, To restore a sense of reality; I think Walt Disney should have a Hardluckland. 		-- Jack Paar 
item-231, You are so boring that when I see you my feet go to sleep. 
item-232, Sometimes; when I think of what that girl means to me; it's all I can do to keep from telling her. 		-- Andy Capp 
item-233, The road to Hades is easy to travel. 		-- Bion 
item-234, They are relatively good but absolutely terrible. 		-- Alan Kay; commenting on Apollos 
item-235, I don't make the rules; Gil; I only play the game. 		-- Cash McCall 
item-236, "If you want to eat hippopotamus; you've got to pay the freight." 		-- attributed to an IBM guy; about why IBM software uses so much memory 
item-237, * SynrG notes that the number of configuration questions to answer in   sendmail is NON-TRIVIAL 
item-238, Creativity is not always bred in an environment of tranquility; sometimes you have to squeeze a little to get the paste out of the tube. 
item-239, Many pages make a thick book. 
item-240, To our sweethearts and wives.  May they never meet. 		-- 19th century toast 
item-241, If you give Congress a chance to vote on both sides of an issue; it will always do it. 		-- Les Aspin; D.; Wisconsin 
item-242, purpitation; n.: 	To take something off the grocery shelf; decide you 	don't want it; and then put it in another section. 		-- "Sniglets"; Rich Hall & Friends 
item-243, "Be there.  Aloha." 		-- Steve McGarret; _Hawaii Five-Oh_ 
item-244, Life is like an egg stain on your chin -- you can lick it; but it still won't go away. 
item-245, "I don't mind going nowhere as long as it's an interesting path." 		-- Ronald Mabbitt 
item-246, "Ubi non accusator; ibi non judex."  (Where there is no police; there is no speed limit.) 		-- Roman Law; trans. Petr Beckmann (1971) 
item-247, Boys are beyond the range of anybody's sure understanding; at least when they are between the ages of 18 months and 90 years. 		-- James Thurber 
item-248, Great acts are made up of small deeds. 		-- Lao Tsu 
item-249, "Of all the tyrannies that affect mankind; tyranny in religion is the worst." 		-- Thomas Paine 
item-250, I didn't get sophisticated -- I just got tired.  But maybe that's what sophisticated is -- being tired. 		-- Rita Gain 
item-251, I don't wish to appear overly inquisitive; but are you still alive? 
item-252, So this is it.  We're going to die. 
item-253, The Army needs leaders the way a foot needs a big toe. 		-- Bill Murray 
item-254, Do you think that when they asked George Washington for ID that he just whipped out a quarter? 		-- Steven Wright 
item-255, panic: can't find / 
item-256, "It's what you learn after you know it all that counts." 		-- John Wooden 
item-257, Old mail has arrived. 
item-258, "May your future be limited only by your dreams." 		-- Christa McAuliffe 
item-259, Tart words make no friends; a spoonful of honey will catch more flies than a gallon of vinegar. 		-- B. Franklin 
item-260, You display the wonderful traits of charm and courtesy. 
item-261, If truth is beauty; how come no one has their hair done in the library? 		-- Lily Tomlin 
item-262, Q:	Why is Christmas just like a day at the office? A:	You do all of the work and the fat guy in the suit 	gets all the credit. 
item-263, You shouldn't have to pay for your love with your bones and your flesh. 		-- Pat Benatar; "Hell is for Children" 
item-264, The primary requisite for any new tax law is for it to exempt enough voters to win the next election. 
item-265, History teaches us that men and nations behave wisely once they have exhausted all other alternatives. 		-- Abba Eban 
item-266, If you had any brains; you'd be dangerous. 
item-267, To err is human; but I can REALLY foul things up. 
item-268, To err is human; to moo bovine. 
item-269, But has any little atom; 	While a-sittin' and a-splittin'; Ever stopped to think or CARE 	That E = m c**2 ? 
item-270, Never accept an invitation from a stranger unless he gives you candy. 		-- Linda Festa 
item-271, If you want to see card tricks; you have to expect to take cards. 		-- Harry Blackstone 
item-272, QOTD: 	All I want is more than my fair share. 
item-273, I'm sorry if the following sounds combative and excessively personal; but that's my general style.        -- Ian Jackson 
item-274, <Manoj> I *like* the chicken 
item-275, Your daily dietary values may be higher or lower depending on your caloric needs. 
item-276, * shortc wants to get in one of knghtbrd's sigs one of these days. 
item-277, If you always postpone pleasure you will never have it.  Quit work and play for once! 
item-278, The future is a race between education and catastrophe. 		-- H. G. Wells 
item-279, Do what comes naturally.  Seethe and fume and throw a tantrum. 
item-280, Well; I'm INVISIBLE AGAIN ... I might as well pay a visit to the LADIES ROOM ... 
item-281, Modeling paged and segmented memories is tricky business. 		-- P. J. Denning 
item-282, Reinhart was never his mother's favorite -- and he was an only child. 		-- Thomas Berger 
item-283, The Kennedy Constant: 	Don't get mad -- get even. 
item-284, The three questions of greatest concern are -- 1. Is it attractive? 2. Is it amusing?  3. Does it know its place? 		-- Fran Lebowitz; "Metropolitan Life" 
item-285, Show your affection; which will probably meet with pleasant response. 
item-286, With a gentleman I try to be a gentleman and a half; and with a fraud I try to be a fraud and a half. 		-- Otto von Bismark 
item-287, The man who sees; on New Year's day; Mount Fuji; a hawk; and an eggplant is forever blessed. 		-- Old Japanese proverb 
item-288, It's not against any religion to want to dispose of a pigeon. 		-- Tom Lehrer; "Poisoning Pigeons in the Park" 
item-289, His life was formal; his actions seemed ruled with a ruler. 
item-290, "Well; if you can't believe what you read in a comic book; what *___can* you believe?!" 		-- Bullwinkle J. Moose [Jay Ward] 
item-291, Good night to spend with family; but avoid arguments with your mate's new lover. 
item-292, The absent ones are always at fault. 
item-293, The world needs more people like us and fewer like them. 
item-294, Don't worry so loud; your roommate can't think. 
item-295, Try to divide your time evenly to keep others happy. 
item-296, It is; of course; written in Perl.  Translation to C is left as an exercise for the reader.  :-)  -- Larry Wall in <7448@jpl-devvax.JPL.NASA.GOV> 
item-297, An air of FRENCH FRIES permeates my nostrils!! 
item-298, Better living a beggar than buried an emperor. 
item-299, NEVER RESPOND TO CRITICAL PRESS.  IT IS A GAME YOU CAN ONLY LOSE; AND IT MAKES US LOOK BAD. 		-- Bruce Perens 
item-300, The biggest difference between time and space is that you can't reuse time. 		-- Merrick Furst 
item-301, Overload -- core meltdown sequence initiated. 
item-302, A black cat crossing your path signifies that the animal is going somewhere. 		-- Groucho Marx 
item-303, The code also assumes that it's difficult to misspell "a" or "b".  :-) 		-- Larry Wall in <199710221731.KAA24396@wall.org> 
item-304, "Here comes Mr. Bill's dog." 		-- Narrator; Saturday Night Live 
item-305, It is better to travel hopefully than to fly Continental. 
item-306, I have learned silence from the talkative; toleration from the intolerant; and kindness from the unkind. 		-- Kahlil Gibran 
item-307, <Mercury> At that point it will compile; but segfault; as it should.. 
item-308, Nothing is so firmly believed as that which we least know. 		-- Michel de Montaigne 
item-309, Women in love consist of a little sighing; a little crying; a little dying -- and a good deal of lying. 		-- Ansey 
item-310, The telephone is a good way to talk to people without having to offer them a drink. 		-- Fran Lebowitz; "Interview" 
item-311, My mind is a potato field ... 
item-312, Try `stty 0' -- it works much better. 
item-313, I'm definitely not in Omaha! 
item-314, Power is poison. 
item-315, Landru! Guide us! 		-- A Beta 3-oid; "The Return of the Archons"; stardate 3157.4 
item-316, If the aborigine drafted an IQ test; all of Western civilization would presumably flunk it. 		-- Stanley Garn 
item-317, Communicate!  It can't make things any worse. 
item-318, HELP!  MY TYPEWRITER IS BROKEN! 		-- E. E. CUMMINGS 
item-319, People who have what they want are very fond of telling people who haven't what they want that they don't want it. 		-- Ogden Nash 
item-320, memo; n.: 	An interoffice communication too often written more for the benefit 	of the person who sends it than the person who receives it. 
item-321, <slashdot> my US geograpy is lousy...lol <knghtbrd> so's mine and I live here 
item-322, flannister; n.: 	The plastic yoke that holds a six-pack of beer together. 		-- "Sniglets"; Rich Hall & Friends 
item-323, Waste not fresh tears over old griefs. 		-- Euripides 
item-324, You need not be present to win. 
item-325, Duct tape is like the force.  It has a light side; and a dark side; and it holds the universe together ... 		-- Carl Zwanzig 
item-326, QOTD: 	"It's hard to tell whether he has an ace up his sleeve or if 	the ace is missing from his deck altogether." 
item-327, Illinois isn't exactly the land that God forgot -- it's more like the land He's trying to ignore. 
item-328, My cup hath runneth'd over with love. 
item-329, The reward for working hard is more hard work. 
item-330, I was playing poker the other night... with Tarot cards. I got a full house and 4 people died. 		-- Steven Wright 
item-331, Look before you leap. 		-- Samuel Butler 
item-332, To get something clean; one has to get something dirty. To get something dirty; one does not have to get anything clean. 
item-333, The bogosity meter just pegged. 
item-334, * BenC wonders why he has upgraded to 3.3.5-1 before teh X maintainer 
item-335, My idea of roughing it turning the air conditioner too low. 
item-336, Is it NOUVELLE CUISINE when 3 olives are struggling with a scallop in a plate of SAUCE MORNAY? 
item-337, Day of inquiry.  You will be subpoenaed. 
item-338, He only knew his iron spine held up the sky -- he didn't realize his brain had fallen to the ground. 		-- The Book of Serenity 
item-339, Being Ymor's right-hand man was like being gently flogged to death with scented bootlaces. 		-- Terry Pratchett; "The Colour of Magic" 
item-340, Every country has the government it deserves. 		-- Joseph De Maistre 
item-341, "Ada is PL/I trying to be Smalltalk. 		-- Codoso diBlini 
item-342, <Endy> taniwha: Quote material :) <taniwha> Endy: :) <knghtbrd> Endy: I already snipped it 
item-343, You know you are getting old when you think you should drive the speed limit. 		-- E. A. Gilliam 
item-344, In Xanadu did Kubla Khan a stately pleasure dome decree But only if the NFL to a franchise would agree. 
item-345, Happiness is the greatest good. 
item-346, "They told me I was gullible ... and I believed them!" 
item-347, You know you're a little fat if you have stretch marks on your car. 		-- Cyrus; Chicago Reader 1/22/82 
item-348, Nobody wants constructive criticism.  It's all we can do to put up with constructive praise. 
item-349, "I just want to be a good engineer." -- Steve Wozniak; co-founder of Apple Computer; concluding his keynote speech    at the 1988 AppleFest 
item-350, No wonder you're tired!  You understood so much today. 
item-351, For adult education nothing beats children. 
item-352, You can't mend a wristwatch while falling from an airplane. 
item-353, "Why should we subsidize intellectual curiosity?" 		-- Ronald Reagan 
item-354, Exceptions prove the rule; and wreck the budget. 		-- Miller 
item-355, Birds are entangled by their feet and men by their tongues. 
item-356, Scientists are people who build the Brooklyn Bridge and then buy it. 		-- William Buckley 
item-357, <Knghtbrd> you people are all insane. <Joey> knight: sure; that's why we work on Debian. <JHM> Knghtbrd: get in touch with your inner nutcase. 
item-358, Surprise your boss.  Get to work on time. 
item-359, The rich get rich; and the poor get poorer. The haves get more; the have-nots die. 
item-360, Not affiliated with the American Red Cross. 
item-361, I don't think it's worth washing hogs over. 		-- Larry Wall in <199710060253.TAA09723@wall.org> 
item-362, Learn to pause -- or nothing worthwhile can catch up to you. 
item-363, No skis take rocks like rental skis! 
item-364, "They are both businesses - if you have given them enough money; I'm sure they'll do whatever the hell you ask:->" 		-- David Welton 
item-365, How wonderful opera would be if there were no singers. 
item-366, When in doubt; do what the President does -- guess. 
item-367, Decorate your home.  It gives the illusion that your life is more interesting than it really is. 		-- C. Schulz 
item-368, Things will get better despite our efforts to improve them. 		-- Will Rogers 
item-369, Whether you can hear it or not; The Universe is laughing behind your back. 		-- National Lampoon; "Deteriorata" 
item-370, It is only with the heart one can see clearly; what is essential is invisible to the eye. 		-- The Fox; 'The Little Prince'
item-371, Eternity is a terrible thought.  I mean; where's it going to end? 		-- Tom Stoppard 
item-372, I want to be the white man's brother; not his brother-in-law. 		-- Martin Luther King; Jr. 
item-373, A girl's conscience doesn't really keep her from doing anything wrong-- it merely keeps her from enjoying it. 
item-374, I don't deserve this award; but I have arthritis and I don't deserve that either. 		-- Jack Benny 
item-375, If ignorance is bliss; why aren't there more happy people? 
item-376, try again 
item-377, I wish a robot would get elected president.  That way; when he came to town; we could all take a shot at him and not feel too bad. 		-- Jack Handey 
item-378, Shall we make a new rule of life from tonight: always to try to be a little kinder than is necessary? 		-- J. M. Barrie 
item-379, I do not think that I am in need of booming. 
item-380, A beautiful woman is a picture which drives all beholders nobly mad. 		-- Emerson 
item-381, The first rule of all intelligent tinkering is to keep all the parts. 		-- Aldo Leopold; quoted in Donald Wurster's "Nature's Economy" 
item-382, I left my WALLET in the BATHROOM!! 
item-383, Perhaps they will have to outlaw sending random lists of words.  fee fie foe foo [sic] 		-- Larry Wall in <199710311916.LAA19760@wall.org> 
item-384, It's certainly easy to calculate the average attendance for Perl conferences. 		-- Larry Wall in <199710071721.KAA19014@wall.org> 
item-385, He laughs at every joke three times... once when it's told; once when it's explained; and once when he understands it. 
item-386, try again 
